attendance,assignment_score,internal_marks,Extracurricular Activities,final_marks
93,14,20.0,Yes,42.0
75,15,21.0,Yes,51.0
97,13,16.0,No,51.0
61,15,22.0,Yes,34.0
61,18,28.0,Yes,65.0
85,15,21.0,Yes,37.0
72,18,29.0,Yes,24.0
90,18,27.0,Yes,49.0
93,19,30.0,No,48.0
98,15,23.0,No,41.0
62,13,21.0,No,47.0
67,17,23.0,Yes,37.0
82,14,23.0,Yes,28.0
73,17,26.0,Yes,55.0
86,13,22.0,Yes,48.0
88,13,19.0,Yes,41.0
98,19,30.0,No,62.0
98,12,19.0,No,42.0
60,18,25.0,No,51.0
76,17,28.0,Yes,35.0
100,15,20.0,No,23.0
89,9,11.0,No,51.0
72,19,30.0,No,51.0
80,12,19.0,No,64.0
78,18,27.0,Yes,34.0
78,13,18.0,Yes,28.0
84,13,21.0,No,39.0
81,17,25.0,No,51.0
90,17,26.0,No,23.0
76,12,16.0,No,46.0
82,19,28.0,No,40.0
91,14,21.0,No,41.0
69,15,24.0,No,36.0
69,14,22.0,No,56.0
95,12,17.0,No,29.0
67,17,26.0,Yes,54.0
79,16,26.0,No,50.0
91,13,17.0,Yes,40.0
73,18,27.0,Yes,60.0
87,15,23.0,No,26.0
83,15,21.0,No,55.0
74,20,30.0,Yes,34.0
81,10,16.0,Yes,40.0
89,10,17.0,No,48.0
63,11,21.0,Yes,55.0
72,16,25.0,No,35.0
82,14,20.0,No,51.0
67,14,23.0,Yes,41.0
77,12,17.0,No,36.0
71,20,30.0,Yes,29.0
90,20,30.0,No,41.0
73,18,29.0,No,32.0
93,10,18.0,Yes,33.0
77,14,20.0,Yes,40.0
93,17,27.0,No,43.0
70,15,23.0,No,40.0
100,18,28.0,Yes,46.0
71,19,29.0,No,62.0
74,20,30.0,Yes,38.0
90,13,19.0,Yes,36.0
88,15,20.0,Yes,36.0
77,9,14.0,Yes,39.0
91,17,25.0,No,63.0
81,17,26.0,Yes,46.0
97,13,19.0,No,41.0
76,10,14.0,No,50.0
82,14,24.0,Yes,41.0
83,17,30.0,Yes,57.0
67,19,30.0,Yes,44.0
100,13,18.0,No,59.0
65,18,27.0,No,48.0
64,17,26.0,No,50.0
88,16,25.0,Yes,43.0
87,11,17.0,Yes,55.0
70,11,18.0,Yes,62.0
60,13,23.0,Yes,50.0
78,14,17.0,Yes,43.0
68,20,29.0,No,55.0
86,13,21.0,Yes,40.0
93,17,25.0,No,59.0
63,14,22.0,Yes,40.0
95,16,24.0,Yes,44.0
77,15,26.0,Yes,54.0
74,16,26.0,Yes,25.0
72,16,25.0,Yes,48.0
78,14,24.0,No,47.0
65,16,25.0,Yes,40.0
71,19,29.0,No,42.0
96,13,22.0,No,37.0
76,19,26.0,No,35.0
82,14,21.0,No,41.0
85,14,22.0,Yes,35.0
88,17,25.0,Yes,50.0
92,14,20.0,Yes,38.0
86,16,24.0,Yes,53.0
84,16,21.0,Yes,36.0
69,9,17.0,No,32.0
82,16,27.0,Yes,43.0
80,11,17.0,Yes,33.0
80,11,16.0,No,44.0
72,16,21.0,Yes,37.0
96,17,24.0,Yes,32.0
92,19,30.0,No,33.0
83,12,18.0,Yes,57.0
70,13,18.0,No,52.0
76,16,24.0,No,32.0
63,19,27.0,Yes,37.0
84,16,21.0,No,60.0
89,12,17.0,Yes,45.0
68,20,28.0,Yes,42.0
80,14,22.0,Yes,46.0
79,14,23.0,No,48.0
78,11,15.0,No,45.0
78,17,26.0,No,37.0
71,18,27.0,No,25.0
96,13,18.0,No,45.0
76,20,25.0,No,27.0
96,13,17.0,No,40.0
98,17,24.0,No,38.0
87,16,24.0,No,38.0
100,9,14.0,No,49.0
94,17,28.0,No,43.0
77,16,22.0,Yes,50.0
73,10,13.0,No,27.0
94,20,29.0,Yes,53.0
100,16,24.0,Yes,54.0
66,19,29.0,Yes,44.0
100,10,16.0,Yes,64.0
72,14,17.0,No,52.0
77,19,30.0,Yes,45.0
96,10,16.0,Yes,59.0
72,14,23.0,Yes,46.0
95,16,19.0,No,36.0
90,9,15.0,Yes,53.0
61,11,15.0,Yes,60.0
75,19,28.0,No,30.0
68,15,25.0,No,40.0
68,19,30.0,No,40.0
97,16,23.0,No,32.0
70,20,30.0,No,42.0
81,16,25.0,No,37.0
92,19,28.0,No,49.0
95,14,22.0,No,50.0
82,16,23.0,No,46.0
93,17,26.0,Yes,47.0
68,17,26.0,No,60.0
83,15,24.0,Yes,65.0
67,15,26.0,Yes,51.0
66,17,27.0,No,40.0
95,17,27.0,No,48.0
77,12,17.0,No,45.0
62,16,21.0,No,52.0
87,16,24.0,Yes,36.0
65,12,17.0,Yes,52.0
80,18,28.0,No,46.0
87,16,24.0,Yes,44.0
99,20,30.0,No,45.0
60,15,19.0,Yes,58.0
95,18,26.0,Yes,70.0
80,17,26.0,No,46.0
94,20,28.0,No,38.0
72,12,20.0,Yes,45.0
69,14,23.0,No,48.0
69,12,17.0,Yes,47.0
72,15,28.0,No,47.0
96,12,16.0,No,43.0
97,10,12.0,No,58.0
83,9,13.0,No,42.0
61,8,12.0,No,53.0
81,17,22.0,No,30.0
76,14,22.0,No,39.0
95,11,21.0,Yes,48.0
73,13,17.0,No,45.0
69,13,20.0,Yes,57.0
94,12,20.0,No,48.0
84,20,30.0,Yes,58.0
62,19,30.0,No,50.0
97,20,29.0,No,37.0
76,16,28.0,Yes,43.0
71,16,24.0,No,44.0
83,13,18.0,No,58.0
88,12,22.0,No,43.0
84,15,22.0,No,44.0
95,17,28.0,No,41.0
85,19,28.0,Yes,46.0
97,13,17.0,No,52.0
60,11,14.0,Yes,52.0
79,17,27.0,Yes,42.0
87,10,13.0,Yes,25.0
75,15,22.0,Yes,48.0
76,15,21.0,Yes,46.0
99,14,19.0,Yes,47.0
87,10,13.0,Yes,45.0
71,14,21.0,Yes,48.0
86,20,24.0,No,25.0
89,17,27.0,Yes,46.0
100,18,24.0,No,35.0
93,11,14.0,Yes,57.0
96,16,21.0,Yes,46.0
65,15,23.0,No,38.0
66,15,25.0,Yes,33.0
91,17,25.0,No,36.0
91,15,23.0,Yes,39.0
84,11,18.0,No,45.0
92,17,27.0,No,33.0
66,18,25.0,Yes,47.0
71,19,30.0,Yes,55.0
75,19,28.0,Yes,56.0
75,16,25.0,Yes,41.0
95,12,18.0,No,45.0
72,10,14.0,No,38.0
66,14,23.0,No,33.0
95,18,28.0,No,40.0
68,18,23.0,No,27.0
91,16,25.0,No,25.0
70,15,27.0,No,48.0
67,20,30.0,Yes,48.0
92,17,24.0,Yes,57.0
82,15,22.0,Yes,59.0
84,13,18.0,Yes,47.0
67,12,16.0,Yes,36.0
81,12,18.0,Yes,36.0
63,12,18.0,Yes,35.0
99,16,25.0,Yes,48.0
62,15,21.0,No,37.0
88,14,25.0,Yes,31.0
100,17,24.0,Yes,49.0
88,20,30.0,Yes,54.0
93,13,18.0,No,38.0
93,13,18.0,Yes,45.0
87,8,11.0,No,60.0
72,15,23.0,No,54.0
74,15,24.0,Yes,36.0
82,18,26.0,No,61.0
85,15,20.0,Yes,52.0
63,13,22.0,Yes,61.0
85,16,22.0,Yes,43.0
99,17,25.0,No,36.0
68,10,15.0,Yes,45.0
64,18,27.0,Yes,31.0
91,19,26.0,Yes,53.0
79,17,27.0,No,39.0
70,12,12.0,No,49.0
74,14,23.0,No,67.0
91,19,30.0,No,40.0
87,12,20.0,Yes,45.0
81,17,25.0,Yes,40.0
100,15,23.0,No,44.0
76,15,21.0,Yes,43.0
85,12,18.0,No,55.0
66,16,25.0,Yes,54.0
85,16,22.0,Yes,43.0
84,10,15.0,No,46.0
69,15,22.0,No,42.0
78,17,28.0,Yes,59.0
72,8,13.0,Yes,37.0
67,15,22.0,Yes,49.0
99,19,28.0,Yes,53.0
63,14,22.0,Yes,58.0
90,19,28.0,No,45.0
87,13,20.0,Yes,39.0
70,12,20.0,Yes,45.0
60,15,21.0,Yes,55.0
97,13,20.0,No,39.0
83,16,26.0,Yes,44.0
90,14,22.0,No,42.0
100,19,30.0,No,57.0
85,14,21.0,No,33.0
64,15,24.0,No,20.0
79,17,28.0,No,44.0
100,18,24.0,No,51.0
70,19,28.0,No,40.0
92,14,22.0,Yes,27.0
97,14,23.0,Yes,51.0
86,9,14.0,No,41.0
93,20,30.0,No,47.0
74,16,23.0,No,42.0
91,17,23.0,Yes,23.0
80,17,27.0,No,48.0
64,15,22.0,Yes,51.0
65,16,22.0,Yes,43.0
97,13,23.0,No,34.0
81,14,22.0,Yes,63.0
77,12,19.0,No,49.0
73,20,30.0,No,31.0
69,17,25.0,No,68.0
72,20,30.0,Yes,39.0
90,20,30.0,No,58.0
89,11,15.0,Yes,52.0
62,18,27.0,No,49.0
89,11,17.0,No,59.0
65,16,26.0,No,27.0
88,16,21.0,No,51.0
67,11,13.0,No,42.0
92,13,18.0,Yes,69.0
76,16,24.0,No,26.0
70,16,25.0,No,48.0
72,12,17.0,No,49.0
70,13,20.0,Yes,39.0
90,11,20.0,No,42.0
87,11,13.0,No,40.0
65,14,21.0,No,35.0
100,18,30.0,No,36.0
75,18,26.0,Yes,43.0
63,20,28.0,No,52.0
94,16,25.0,Yes,38.0
85,16,23.0,Yes,22.0
71,16,26.0,Yes,44.0
70,16,29.0,Yes,48.0
96,10,15.0,No,43.0
84,20,30.0,No,45.0
77,9,13.0,Yes,54.0
78,18,27.0,Yes,44.0
82,15,21.0,Yes,53.0
97,12,17.0,No,48.0
77,17,25.0,Yes,36.0
85,15,23.0,Yes,56.0
65,13,17.0,Yes,32.0
63,11,15.0,Yes,24.0
88,11,16.0,Yes,46.0
93,13,21.0,No,51.0
76,14,21.0,Yes,50.0
75,11,17.0,No,33.0
61,15,23.0,No,46.0
93,12,15.0,No,28.0
67,16,27.0,No,48.0
72,19,27.0,No,46.0
67,16,26.0,Yes,50.0
89,15,22.0,No,53.0
91,13,18.0,No,50.0
95,19,30.0,Yes,32.0
89,14,19.0,No,40.0
60,20,28.0,Yes,34.0
98,11,17.0,Yes,20.0
76,16,24.0,Yes,52.0
79,19,30.0,Yes,51.0
83,13,21.0,Yes,36.0
81,14,21.0,No,37.0
88,17,26.0,Yes,45.0
81,16,24.0,Yes,40.0
68,17,28.0,No,56.0
96,18,25.0,No,41.0
69,14,21.0,No,37.0
95,19,30.0,No,49.0
96,10,17.0,Yes,36.0
87,18,26.0,No,52.0
87,18,25.0,Yes,44.0
80,13,17.0,No,54.0
83,11,16.0,No,55.0
99,14,22.0,No,32.0
61,16,23.0,No,46.0
67,14,22.0,No,45.0
86,17,25.0,Yes,44.0
81,20,30.0,Yes,57.0
96,11,17.0,Yes,45.0
86,9,10.0,No,31.0
88,15,20.0,Yes,40.0
62,13,22.0,No,38.0
72,14,19.0,No,41.0
69,19,30.0,Yes,45.0
95,15,23.0,Yes,38.0
68,15,21.0,No,51.0
86,14,22.0,No,60.0
93,15,22.0,Yes,47.0
60,16,24.0,No,53.0
91,20,30.0,Yes,35.0
84,16,19.0,Yes,54.0
88,18,28.0,No,59.0
66,16,26.0,No,57.0
62,9,13.0,No,39.0
79,13,21.0,No,57.0
79,16,22.0,Yes,63.0
89,17,24.0,No,39.0
94,16,24.0,Yes,52.0
94,18,26.0,Yes,39.0
98,11,16.0,No,31.0
86,15,21.0,Yes,43.0
85,19,26.0,No,39.0
73,12,18.0,No,44.0
77,18,27.0,Yes,49.0
88,11,16.0,Yes,43.0
79,16,23.0,No,53.0
86,15,20.0,No,40.0
77,14,19.0,Yes,62.0
63,10,14.0,No,41.0
60,14,23.0,No,46.0
60,15,23.0,Yes,35.0
85,10,16.0,No,46.0
79,11,14.0,Yes,48.0
82,12,18.0,Yes,39.0
69,12,19.0,Yes,53.0
70,16,27.0,No,39.0
100,18,27.0,Yes,56.0
100,14,20.0,Yes,31.0
64,17,24.0,Yes,44.0
60,18,27.0,Yes,70.0
76,15,22.0,No,21.0
81,16,26.0,Yes,55.0
93,14,23.0,No,48.0
100,12,16.0,Yes,42.0
88,13,19.0,No,56.0
63,16,29.0,No,49.0
64,15,20.0,No,42.0
70,17,25.0,No,38.0
80,9,15.0,Yes,41.0
94,10,15.0,Yes,43.0
71,10,14.0,No,43.0
85,15,22.0,No,37.0
78,11,14.0,No,46.0
66,16,24.0,Yes,38.0
66,17,28.0,No,46.0
85,20,27.0,No,64.0
99,19,29.0,Yes,54.0
64,13,22.0,Yes,45.0
80,10,15.0,Yes,33.0
73,13,19.0,Yes,46.0
63,18,28.0,Yes,63.0
82,14,19.0,Yes,35.0
79,15,23.0,No,23.0
74,13,19.0,No,48.0
88,20,30.0,Yes,60.0
67,12,21.0,No,57.0
100,15,25.0,Yes,62.0
78,18,30.0,No,32.0
98,20,28.0,Yes,41.0
87,13,17.0,Yes,49.0
86,18,28.0,No,22.0
63,13,20.0,No,45.0
74,19,25.0,Yes,40.0
94,20,30.0,Yes,43.0
96,12,22.0,Yes,48.0
60,17,29.0,Yes,42.0
62,18,26.0,Yes,34.0
83,14,22.0,Yes,52.0
86,17,24.0,No,34.0
99,17,25.0,No,44.0
95,20,28.0,No,37.0
93,9,11.0,No,52.0
88,15,24.0,No,29.0
83,11,17.0,Yes,44.0
83,15,23.0,Yes,48.0
63,13,21.0,No,48.0
62,14,21.0,Yes,56.0
93,12,16.0,No,53.0
82,15,23.0,No,50.0
82,18,27.0,Yes,25.0
64,14,21.0,Yes,51.0
90,19,27.0,No,57.0
100,18,24.0,No,37.0
65,20,29.0,No,57.0
96,16,25.0,No,54.0
69,15,22.0,Yes,38.0
99,10,19.0,No,40.0
66,13,19.0,Yes,35.0
98,14,21.0,No,56.0
97,15,23.0,No,38.0
80,20,28.0,Yes,38.0
79,14,21.0,Yes,43.0
62,10,13.0,Yes,34.0
81,17,25.0,Yes,50.0
63,17,22.0,Yes,42.0
87,14,21.0,No,56.0
71,20,30.0,No,54.0
97,9,14.0,No,61.0
95,19,26.0,Yes,29.0
100,14,22.0,Yes,32.0
64,12,19.0,Yes,45.0
72,20,28.0,No,46.0
82,17,27.0,Yes,42.0
89,14,21.0,No,61.0
96,14,21.0,No,41.0
84,16,25.0,No,50.0
86,14,24.0,Yes,48.0
73,19,28.0,No,39.0
95,15,22.0,No,50.0
98,18,30.0,No,45.0
75,16,24.0,Yes,57.0
81,18,28.0,No,57.0
80,19,28.0,Yes,20.0
80,20,27.0,Yes,30.0
67,16,23.0,No,44.0
75,12,20.0,No,54.0
90,14,19.0,Yes,46.0
69,15,25.0,No,49.0
91,13,21.0,Yes,70.0
93,13,17.0,Yes,39.0
68,16,22.0,Yes,49.0
76,12,16.0,No,47.0
70,11,16.0,Yes,54.0
91,10,13.0,Yes,55.0
69,16,26.0,No,51.0
81,16,22.0,No,59.0
76,14,19.0,Yes,58.0
63,18,30.0,Yes,49.0
84,12,17.0,Yes,44.0
80,16,25.0,No,48.0
96,15,23.0,Yes,28.0
97,13,17.0,Yes,40.0
60,14,23.0,No,35.0
84,13,21.0,No,54.0
95,16,25.0,Yes,59.0
76,17,24.0,No,52.0
100,14,22.0,Yes,44.0
83,13,19.0,Yes,38.0
61,15,23.0,No,54.0
99,10,13.0,Yes,55.0
74,15,22.0,Yes,44.0
91,20,30.0,No,46.0
98,13,16.0,Yes,41.0
65,14,20.0,No,49.0
60,18,28.0,Yes,41.0
82,17,23.0,No,44.0
98,15,23.0,No,33.0
76,15,23.0,No,48.0
93,11,16.0,No,63.0
100,16,25.0,No,48.0
88,11,20.0,No,55.0
68,9,12.0,Yes,53.0
72,18,24.0,Yes,44.0
65,16,23.0,No,45.0
65,18,25.0,Yes,40.0
79,13,20.0,No,55.0
62,16,23.0,No,50.0
76,14,22.0,Yes,55.0
71,14,22.0,No,46.0
60,18,26.0,Yes,27.0
76,15,21.0,No,38.0
62,13,17.0,No,55.0
85,11,19.0,Yes,43.0
74,16,25.0,No,56.0
95,18,26.0,No,59.0
91,13,21.0,No,54.0
91,17,23.0,Yes,54.0
77,17,24.0,Yes,43.0
78,15,23.0,Yes,45.0
94,16,23.0,Yes,54.0
99,13,17.0,No,46.0
73,16,24.0,Yes,30.0
92,13,21.0,Yes,30.0
73,14,21.0,No,40.0
93,10,17.0,No,70.0
63,13,21.0,Yes,48.0
83,13,22.0,No,50.0
88,16,26.0,No,30.0
78,17,26.0,No,56.0
65,13,17.0,Yes,42.0
92,15,22.0,No,60.0
99,20,29.0,No,33.0
78,15,21.0,Yes,44.0
60,13,18.0,No,40.0
64,10,12.0,No,51.0
86,12,20.0,Yes,55.0
75,12,16.0,Yes,39.0
65,20,30.0,Yes,53.0
99,12,21.0,No,59.0
72,15,21.0,Yes,55.0
94,16,23.0,Yes,39.0
78,18,28.0,No,41.0
71,15,22.0,No,43.0
75,13,18.0,No,54.0
69,13,20.0,No,49.0
84,16,23.0,No,32.0
79,13,24.0,Yes,45.0
90,12,19.0,Yes,61.0
63,13,21.0,Yes,55.0
82,11,16.0,No,39.0
61,20,30.0,Yes,30.0
81,17,24.0,No,40.0
96,20,30.0,No,45.0
67,16,21.0,Yes,41.0
66,20,30.0,Yes,35.0
73,16,26.0,No,51.0
62,17,24.0,No,21.0
75,9,15.0,Yes,56.0
78,12,20.0,Yes,53.0
77,15,21.0,No,49.0
75,15,22.0,No,51.0
67,15,21.0,No,42.0
92,16,25.0,No,45.0
71,16,24.0,Yes,60.0
70,18,27.0,Yes,43.0
64,17,24.0,No,49.0
86,19,28.0,No,50.0
71,19,27.0,Yes,46.0
76,16,25.0,No,43.0
65,20,28.0,No,28.0
92,19,27.0,No,53.0
64,13,21.0,No,56.0
87,16,23.0,No,46.0
73,9,17.0,No,57.0
64,10,15.0,Yes,49.0
92,14,17.0,No,25.0
100,12,15.0,Yes,34.0
78,14,20.0,Yes,40.0
81,16,25.0,Yes,39.0
64,19,30.0,No,46.0
61,19,28.0,No,36.0
89,16,26.0,No,62.0
98,12,19.0,Yes,23.0
63,13,19.0,Yes,44.0
92,17,28.0,No,38.0
72,13,18.0,No,32.0
79,11,18.0,Yes,51.0
66,16,25.0,Yes,35.0
74,15,24.0,Yes,45.0
82,14,21.0,No,35.0
73,18,29.0,Yes,26.0
82,18,30.0,Yes,43.0
78,20,30.0,Yes,48.0
88,13,20.0,No,39.0
79,16,26.0,No,58.0
88,15,22.0,No,48.0
83,16,23.0,Yes,52.0
77,12,16.0,Yes,38.0
69,11,13.0,Yes,39.0
100,15,20.0,Yes,42.0
67,12,20.0,No,41.0
85,18,25.0,Yes,40.0
88,10,16.0,Yes,34.0
69,11,19.0,No,53.0
76,14,21.0,Yes,30.0
61,10,13.0,Yes,51.0
65,20,30.0,Yes,53.0
64,14,22.0,No,42.0
87,13,20.0,Yes,70.0
100,16,24.0,No,45.0
64,18,28.0,Yes,42.0
77,16,26.0,No,43.0
85,15,22.0,No,56.0
79,12,21.0,No,42.0
100,17,26.0,Yes,51.0
86,19,24.0,Yes,31.0
71,14,21.0,No,46.0
66,12,18.0,No,55.0
62,16,26.0,Yes,45.0
69,15,21.0,No,37.0
93,11,17.0,Yes,42.0
84,13,17.0,Yes,31.0
94,20,28.0,No,54.0
75,11,18.0,No,57.0
61,13,17.0,Yes,44.0
83,12,20.0,Yes,60.0
69,12,20.0,Yes,52.0
97,14,23.0,No,45.0
81,16,27.0,Yes,58.0
85,19,30.0,No,52.0
98,16,25.0,No,57.0
86,13,21.0,Yes,59.0
88,20,30.0,No,43.0
97,9,13.0,No,52.0
79,17,27.0,No,26.0
86,12,19.0,No,33.0
100,15,24.0,Yes,50.0
79,17,25.0,Yes,49.0
78,10,15.0,No,36.0
79,15,23.0,No,41.0
94,16,24.0,No,49.0
61,19,30.0,No,45.0
89,20,30.0,No,43.0
93,10,15.0,Yes,31.0
81,19,28.0,Yes,49.0
62,15,23.0,Yes,43.0
65,13,19.0,Yes,67.0
74,16,23.0,No,59.0
86,11,17.0,No,46.0
69,11,16.0,Yes,26.0
68,10,15.0,Yes,69.0
92,17,26.0,Yes,53.0
91,16,18.0,No,39.0
65,13,16.0,No,54.0
100,20,28.0,No,53.0
95,13,20.0,Yes,38.0
61,19,27.0,Yes,36.0
88,15,27.0,No,52.0
63,13,21.0,No,56.0
60,15,26.0,No,48.0
78,11,18.0,Yes,48.0
85,16,21.0,No,59.0
84,15,20.0,No,43.0
74,18,25.0,No,50.0
81,15,25.0,No,57.0
80,11,16.0,No,50.0
81,18,27.0,No,32.0
95,15,25.0,Yes,39.0
93,9,17.0,No,44.0
89,16,23.0,Yes,32.0
84,16,21.0,No,39.0
87,14,19.0,Yes,59.0
60,14,23.0,No,35.0
63,13,20.0,No,42.0
66,16,22.0,Yes,52.0
68,15,24.0,No,29.0
95,12,16.0,No,59.0
78,20,26.0,Yes,39.0
60,13,15.0,No,34.0
95,14,23.0,No,54.0
68,18,27.0,No,35.0
91,14,21.0,No,41.0
91,10,15.0,Yes,48.0
65,12,16.0,Yes,42.0
97,12,17.0,No,58.0
76,13,19.0,No,54.0
86,16,23.0,Yes,37.0
94,15,22.0,Yes,40.0
80,16,24.0,Yes,40.0
84,20,30.0,Yes,49.0
87,18,26.0,Yes,56.0
74,17,29.0,No,39.0
63,10,13.0,No,34.0
88,13,18.0,No,42.0
68,10,16.0,No,23.0
86,13,21.0,No,52.0
85,17,23.0,Yes,44.0
78,14,21.0,Yes,41.0
87,18,29.0,Yes,47.0
76,17,22.0,Yes,36.0
100,15,22.0,Yes,41.0
79,18,24.0,Yes,38.0
99,19,27.0,No,26.0
98,16,24.0,No,45.0
82,16,24.0,Yes,70.0
91,17,23.0,No,45.0
92,11,19.0,Yes,37.0
64,15,22.0,No,46.0
93,15,24.0,Yes,34.0
99,14,24.0,Yes,39.0
70,13,18.0,No,41.0
62,18,28.0,Yes,39.0
92,16,25.0,No,42.0
70,16,21.0,No,52.0
75,19,30.0,Yes,41.0
77,14,21.0,Yes,42.0
89,14,20.0,Yes,26.0
69,19,25.0,No,32.0
77,11,14.0,No,46.0
97,15,22.0,Yes,56.0
78,13,17.0,Yes,43.0
95,16,25.0,Yes,44.0
72,17,25.0,Yes,31.0
62,17,22.0,Yes,37.0
69,18,26.0,Yes,47.0
97,14,19.0,Yes,57.0
60,14,19.0,No,47.0
86,17,21.0,No,44.0
67,18,27.0,Yes,48.0
76,11,15.0,Yes,35.0
68,16,28.0,No,36.0
65,14,23.0,Yes,43.0
84,15,26.0,No,33.0
98,14,22.0,No,52.0
87,13,18.0,Yes,54.0
92,12,19.0,No,42.0
96,15,22.0,No,53.0
68,16,25.0,Yes,60.0
77,13,21.0,Yes,49.0
80,19,30.0,No,54.0
61,20,30.0,Yes,44.0
97,16,24.0,No,54.0
99,15,23.0,No,44.0
95,12,20.0,No,38.0
96,16,23.0,No,52.0
74,19,28.0,No,47.0
87,20,29.0,No,53.0
77,19,29.0,Yes,38.0
93,18,28.0,Yes,48.0
81,16,25.0,Yes,54.0
70,12,18.0,Yes,41.0
72,15,25.0,No,53.0
63,14,19.0,No,61.0
81,15,20.0,No,39.0
66,13,20.0,No,48.0
83,17,25.0,No,63.0
63,14,21.0,Yes,31.0
87,14,18.0,Yes,49.0
74,13,20.0,Yes,52.0
60,16,28.0,No,45.0
62,19,26.0,No,67.0
73,15,22.0,Yes,50.0
97,16,24.0,No,58.0
60,20,29.0,No,53.0
97,19,29.0,Yes,60.0
97,17,25.0,No,47.0
80,17,26.0,Yes,32.0
88,13,19.0,Yes,50.0
64,13,18.0,Yes,28.0
69,15,22.0,Yes,42.0
87,16,25.0,No,40.0
80,12,15.0,No,41.0
66,17,27.0,No,58.0
62,14,20.0,Yes,45.0
79,18,28.0,No,66.0
78,15,21.0,Yes,44.0
94,15,24.0,No,24.0
63,12,18.0,No,39.0
64,13,18.0,Yes,54.0
60,19,28.0,No,32.0
63,16,26.0,Yes,41.0
71,16,24.0,Yes,53.0
86,20,29.0,No,42.0
82,11,19.0,No,39.0
84,17,27.0,No,58.0
80,10,13.0,No,43.0
83,14,21.0,Yes,35.0
84,12,14.0,Yes,53.0
91,18,29.0,No,56.0
91,9,14.0,No,47.0
64,14,22.0,No,39.0
95,12,14.0,Yes,36.0
98,12,17.0,No,39.0
75,13,20.0,Yes,32.0
92,19,24.0,No,40.0
80,14,22.0,No,50.0
68,20,29.0,Yes,52.0
65,20,26.0,Yes,45.0
94,20,29.0,No,49.0
98,15,23.0,Yes,43.0
81,16,22.0,Yes,38.0
100,16,24.0,No,42.0
64,14,20.0,Yes,56.0
82,16,20.0,Yes,22.0
76,12,19.0,No,34.0
71,9,15.0,No,40.0
82,17,28.0,Yes,34.0
75,14,21.0,No,49.0
62,12,19.0,Yes,30.0
89,12,15.0,Yes,57.0
81,20,30.0,Yes,65.0
68,16,23.0,No,47.0
88,10,15.0,Yes,39.0
96,11,14.0,Yes,54.0
82,14,23.0,Yes,42.0
72,16,21.0,No,36.0
91,13,20.0,No,46.0
82,14,19.0,No,29.0
76,15,27.0,Yes,38.0
99,15,24.0,Yes,37.0
80,8,12.0,No,44.0
61,16,22.0,Yes,29.0
96,10,17.0,Yes,36.0
65,14,14.0,Yes,40.0
77,13,20.0,Yes,50.0
89,12,19.0,No,45.0
81,18,28.0,No,61.0
92,12,20.0,No,36.0
89,13,18.0,Yes,54.0
76,18,28.0,Yes,54.0
91,13,18.0,No,47.0
73,13,18.0,No,46.0
69,14,19.0,No,48.0
95,17,25.0,Yes,36.0
93,19,30.0,No,55.0
68,12,21.0,Yes,46.0
87,12,17.0,No,33.0
70,14,20.0,Yes,57.0
73,16,27.0,Yes,44.0
98,13,20.0,No,46.0
78,17,26.0,Yes,20.0
74,12,16.0,Yes,44.0
87,9,16.0,No,58.0
83,17,26.0,No,39.0
67,17,26.0,No,32.0
68,18,28.0,Yes,50.0
92,9,14.0,Yes,28.0
92,13,22.0,No,51.0
78,14,23.0,No,43.0
62,20,29.0,Yes,46.0
69,15,23.0,No,69.0
99,11,15.0,No,48.0
60,16,28.0,Yes,32.0
88,19,27.0,Yes,46.0
93,18,27.0,No,52.0
72,17,26.0,Yes,25.0
60,16,25.0,Yes,45.0
93,8,13.0,No,28.0
88,15,24.0,No,45.0
72,16,25.0,No,60.0
88,15,22.0,Yes,41.0
98,17,24.0,No,46.0
83,14,21.0,Yes,48.0
85,14,20.0,No,48.0
76,18,26.0,Yes,46.0
66,14,20.0,Yes,25.0
72,15,27.0,No,47.0
64,18,30.0,Yes,39.0
85,12,18.0,No,34.0
62,12,14.0,No,47.0
66,19,27.0,Yes,46.0
98,13,21.0,Yes,27.0
60,17,22.0,Yes,41.0
76,10,16.0,No,58.0
84,7,12.0,No,32.0
62,16,24.0,No,47.0
74,15,22.0,No,33.0
88,16,22.0,No,61.0
91,20,30.0,No,52.0
85,11,17.0,Yes,37.0
75,15,22.0,No,47.0
84,19,27.0,No,31.0
87,12,16.0,No,27.0
68,13,20.0,No,44.0
60,10,15.0,Yes,37.0
88,20,30.0,Yes,47.0
75,17,23.0,No,39.0
100,11,14.0,No,60.0
100,12,20.0,No,59.0
66,18,27.0,Yes,62.0
73,13,19.0,No,68.0
88,17,28.0,No,41.0
78,16,26.0,Yes,56.0
61,18,27.0,No,34.0
100,15,20.0,Yes,66.0
74,15,26.0,No,46.0
62,13,21.0,No,61.0
70,20,30.0,Yes,43.0
89,17,27.0,No,38.0
99,17,30.0,Yes,52.0
77,17,25.0,Yes,50.0
61,13,22.0,No,34.0
91,18,25.0,Yes,45.0
67,20,30.0,No,39.0
81,11,20.0,No,47.0
65,17,25.0,Yes,45.0
71,15,19.0,Yes,46.0
99,13,21.0,Yes,45.0
95,12,18.0,No,41.0
74,18,29.0,No,49.0
87,16,23.0,No,37.0
77,14,26.0,No,61.0
61,17,26.0,No,45.0
72,15,24.0,No,53.0
74,13,18.0,No,40.0
79,15,20.0,Yes,41.0
88,15,20.0,No,54.0
